first_name,last_name,date_of_birth,fee,joined_on,matriculation
Reba,Pays,2000-06-06,$2466.36,2019-04-03,false
Manon,Headan,2001-05-05,$3233.58,2017-04-30,true
Garvin,Gircke,2000-07-14,$1157.98,2017-10-28,false
Vicky,Penbarthy,2001-01-03,$662.73,2013-08-29,true
Ulises,Figure,2000-06-21,$2006.73,2011-08-17,false
Carlota,Fraczek,2000-07-06,$723.69,2014-11-26,false
Paquito,Marian,1999-04-28,$2318.28,2019-03-10,false
Morry,Nottingam,2002-02-08,$2338.34,2002-07-03,false
Aubrie,Borsay,1998-05-07,$2768.96,2009-11-29,true
Normand,Suffield,1998-10-19,$1816.22,2015-04-09,true
Nadia,Harwell,1998-06-16,$687.11,2016-09-25,true
Leland,Phillippo,2000-12-31,$934.21,2014-10-14,true
Shem,McClymont,1999-12-03,$3016.91,2010-08-07,false
Neda,Caldecott,2001-04-07,$1874.46,2010-10-10,true
Janifer,Groger,1998-12-25,$1059.25,2009-08-21,false
Abie,Neumann,2000-11-03,$3056.81,2019-12-06,false
Joshua,Barajas,2002-02-20,$2441.19,2022-09-29,false
Ofilia,Andriesse,1999-04-29,$1203.24,2008-01-14,true
Currey,Vlasyev,2000-11-21,$2382.94,2019-04-15,false
Jorey,Gemmill,1998-09-28,$2242.84,2018-01-06,true
Konstance,Dewer,2000-08-05,$1148.82,2008-02-10,true
Alwyn,Mulford,1999-09-04,$3309.49,2012-11-29,true
Andres,Ixor,1999-04-04,$3681.79,2022-10-14,false
Neils,Pimley,2002-01-09,$1373.46,2008-01-13,true
Blancha,Wiggin,2001-07-06,$3171.31,2014-11-03,false
Shermy,Setterfield,1999-04-14,$1242.88,2004-04-01,false
Teri,Croucher,2001-03-21,$2386.52,2019-08-13,true
Antone,Wreak,2001-07-24,$2506.86,2020-02-27,true
Lind,Aron,1999-02-27,$1424.36,2015-09-28,false
Laurent,de Wilde,1999-06-12,$1897.60,2005-09-30,false
Dyann,Hursey,2000-09-22,$2116.80,2011-09-05,false
Suzi,Mackieson,1998-10-07,$1498.97,2020-04-12,false
Rich,Caruth,2000-09-24,$1023.87,2016-05-25,true
Elbert,Capini,2001-01-11,$1459.54,2014-04-10,true
Ewan,Willetts,2000-01-24,$2247.48,2016-05-03,false
Jocelyn,Gradley,2001-10-06,$1007.03,2021-06-20,false
Fifi,Tomovic,2000-08-22,$2921.45,2007-12-15,false
Reid,MacComiskey,1999-05-14,$2382.25,2019-07-18,false
Susan,Smalridge,1998-07-10,$2739.50,2021-02-02,false
Norris,Zarfai,2002-02-25,$2184.93,2018-08-30,false
Maudie,Recke,1999-06-14,$3393.64,2020-06-16,true
Waite,Swinden,2001-08-13,$1673.93,2007-12-31,false
Bob,Antoniades,1999-07-26,$723.96,2012-12-13,false
Augy,Haberfield,1999-03-31,$3993.28,2003-02-06,true
Margy,Breslin,2000-11-04,$2724.50,2013-10-24,false
Selena,Challis,2000-10-02,$3003.19,2005-12-30,false
Michael,Witherden,2002-02-05,$1110.64,2008-09-27,true
Annalee,Ringham,2001-03-12,$693.40,2006-10-04,true
Felicia,Ca,1999-12-30,$2206.36,2005-12-25,true
Shirl,Clever,1999-03-10,$1509.50,2021-03-13,false
Gayler,Cheshire,1998-12-26,$1217.16,2005-03-05,true
Serene,Welds,2001-09-27,$680.08,2021-01-29,false
Ann-marie,Crock,2000-02-27,$2057.78,2015-11-19,true
Ara,Kairns,2001-07-12,$3669.82,2009-08-28,false
Noella,Vina,1998-09-28,$1630.37,2016-10-21,false
Kala,Clemon,1998-08-08,$2828.70,2013-06-22,false
Jewell,Fawke,2000-10-01,$3344.29,2005-06-23,true
Angil,McGeagh,1998-12-28,$1382.90,2006-10-06,true
Fernandina,Robbins,2000-09-04,$1903.25,2003-04-17,true
Sandy,Gonzalez,2001-07-14,$1815.58,2004-07-19,false
Lynne,Newbury,1998-07-22,$3602.64,2005-05-05,true
Brigitta,Vizard,1998-06-01,$1647.88,2009-04-24,false
Margot,Greig,2001-06-17,$2918.98,2006-02-10,true
Ruperto,Kalisz,2000-08-13,$2946.65,2008-07-28,false
Leanna,Degnen,2001-02-12,$1779.37,2011-04-26,true
Trudey,Micco,2000-11-11,$1388.66,2006-11-01,true
Alfred,Braybrooks,1998-06-20,$550.15,2013-12-08,true
Tiertza,Avrahamov,1999-09-03,$1609.39,2015-02-17,true
Filmore,O'Fihillie,2001-04-04,$1742.80,2022-12-08,true
Abagail,Pinches,1999-09-07,$1818.22,2002-07-07,false
Alard,Melmeth,2000-02-06,$3937.71,2007-09-09,true
Madalena,Headings,1999-12-04,$1477.87,2021-09-01,true
Angelina,Bax,2000-02-04,$3732.29,2008-08-03,false
Taffy,Bellam,1998-06-19,$3335.21,2017-06-17,true
Kingston,Woodcock,1999-10-27,$2100.82,2005-10-18,true
Danette,Kennicott,1999-08-16,$2304.52,2005-08-19,false
Arnie,Queripel,2001-03-03,$1282.71,2010-03-13,false
Bank,Siehard,1999-07-11,$3105.18,2015-08-01,false
Adorne,Fuggle,2001-10-25,$3230.62,2014-08-28,true
Fairleigh,Vinecombe,2001-05-16,$1874.65,2002-09-06,true
Kirby,Wybrow,2000-12-24,$620.53,2019-03-27,true
Kata,Timoney,1999-07-09,$1217.31,2004-08-02,false
Reggie,MacDaid,2000-08-29,$2688.26,2006-09-18,false
Perle,Simek,1998-09-02,$1719.87,2006-09-17,true
Jolene,Lillico,2001-06-13,$2520.95,2016-05-24,false
Dredi,Raincin,1998-07-05,$2106.96,2006-02-16,true
Erica,Larner,1998-07-29,$2679.65,2010-03-11,false
Pamelina,Kubach,2000-11-18,$2246.71,2006-03-04,true
Arlyne,Thorneloe,1999-07-09,$1740.35,2018-07-29,false
Patrice,De Mitris,2001-12-22,$3908.43,2014-06-21,true
Melessa,Ghidotti,2001-05-09,$3102.88,2007-08-08,false
Trent,Boylin,2000-07-05,$3782.28,2018-10-05,false
Raddy,Denacamp,1998-03-29,$1206.14,2012-07-10,false
Natala,Haddy,1999-03-13,$599.99,2013-06-08,true
Melisse,Durrett,2001-07-11,$2579.40,2003-11-16,false
Angel,Jeafferson,1998-05-19,$2897.69,2016-09-02,true
Norbert,Gatling,1999-02-23,$1199.15,2016-01-01,true
Ruby,Stanlock,2000-09-08,$1742.88,2011-10-20,true
Gerri,Petronis,2001-03-25,$3664.05,2006-12-09,false
Wanda,Edgehill,1998-11-19,$590.65,2006-12-20,false
Gannie,Linacre,2000-02-23,$2911.66,2006-04-23,false
Maiga,Stolze,1999-03-28,$2957.70,2005-09-26,false
Gale,Biskup,2002-01-20,$2717.00,2004-09-15,true
Penny,Warcop,2001-12-05,$1879.55,2017-01-24,true
Moishe,Grise,2001-01-21,$2607.72,2021-01-14,true
Hector,Pointon,2001-06-13,$536.49,2007-07-15,false
Georgeta,Van Ross,2001-04-11,$2141.80,2013-01-04,true
Janetta,Antram,2001-02-03,$2957.40,2016-02-18,true
Travus,Bouldstridge,2001-03-09,$1981.43,2014-10-01,false
Boyd,Sweetnam,2000-10-06,$1378.66,2011-07-07,true
Hersch,Hughlock,1998-06-17,$2858.91,2005-01-13,true
Keelia,Iorizzi,1998-12-07,$2002.22,2003-04-24,true
Elisabet,Haskett,2000-10-06,$1227.47,2017-09-29,false
Leo,Gratrex,2001-10-31,$539.75,2017-08-30,true
Ivie,Bonallack,2000-01-10,$877.78,2004-03-10,true
Tybalt,MacIlurick,1999-04-29,$1651.69,2007-09-20,true
Rachelle,Purviss,2000-08-29,$1983.71,2002-12-30,false
Iosep,Pappi,1998-08-23,$2513.25,2008-10-12,false
Martha,Iddison,2000-05-10,$1196.75,2007-08-06,false
Giustina,Tebbet,2000-03-05,$2920.28,2017-11-01,true
Annabela,Coton,2000-02-19,$2752.13,2021-03-19,false
Maximilian,Northridge,1999-03-21,$3928.07,2020-09-18,true
Owen,Duly,2001-11-28,$3249.55,2015-04-18,true
Fernando,Sillett,2000-04-07,$1054.95,2009-03-29,false
Worden,O'Fallowne,2000-02-18,$3769.84,2019-07-07,true
Fredrika,Healings,1999-04-09,$530.93,2004-07-12,false
Quinn,Harryman,1999-12-22,$1136.96,2002-07-18,false
Zorina,Whyard,1998-04-17,$2867.56,2016-08-11,true
Jeanine,De Courtney,1998-06-01,$2037.12,2015-04-22,true
Torrence,Perillio,1999-07-07,$3895.59,2018-11-24,false
Sadie,Breston,2001-01-04,$613.58,2021-08-01,false
Becky,Tomasicchio,2001-10-12,$2524.79,2005-08-06,true
